num,category,start-days,end-days,person,progress,title,count,petition_overview
466803,기타,2018-12-11,2019-01-10,facebook - ***,청원종료 ,청와대는 분신한 택시노동자의 유언에 답하라!,참여인원 : [ 6명 ],"
											청와대는 분신한 택시노동자의 유언에 답하라! 
											                                       택시정책연구소 소장 김 기 학     
											                                       HP : 010 - 8650 - 7402 

											  국회 앞 택시노동자의 분신에 대하여 택시노동자로 일을 했던 동지로서 매우 안타까운 마음과 함께 왜! 분신을 할 수밖에 없었나에 대하여 정부, 지자체, 택시사업자, 노동단체 등 관련자들의 깊은 반성의 선행이 있어야만 고인의 뜻에 따라 이번 일을 해결할 수 있을 뿐만 아니라 재발을 예방할 수 있을 것이다. 
											  택시는 여객자동차운수사업법에 의하여 택시운송수입금전액관리제를 시행하도록 하고 있다. 
											  그러함에도 불구하고 불법인 사납금제 및 도급제가 성행하고 있다. 
											  택시운송수입금전액관리제 및 완전월급제를 시행할 경우 월 수입이 현행의 근무조건이라면 1일 2교대시 2019년 기준 월 300만원의 임금이 보장된다. 
											  그러함에도 불구하고 사납금제로 하면서 1일 12시간 근무를 하면서도 월 100만원 안팎에  3시간40분의 임금을 지급하는 등 낮은 임금 등으로 인하여 생계에 고통을 받아온 택시노동자가 10만의 법인택시노동자를 위하여 이같은 사실을 알리기 위하여 극단적인 선택을 했다고 생각된다. 
											  한편 헌법재판소의 판결문을 보면 택시사업자들이 강제적으로 수납하는 사납금에 의존한다며 땅 집고 헤엄치기식의 경영방식에 대하여 게으른 경영방식에 대하여 크게 질타를 한 적이 있다 
											  정부는 과속 ‧ 난폭운전 ‧ 신호위반 등으로 인한 다량의 교통사고로 인한 사회적 문제 및 승차거부 불친절 등 택시의 서비스 개선하기 위하여 특례조항으로 최저임금법 제6조 제5항을 신설 초과운송수입금을 최저임금에 포함시키지 아니하는 등 택시노동자의 최저임금을 다른 노동자들보다 높게 산정하도록 하였는바 2009.07.01.부터 시행되고 있다. 
											  그러함에도 불구하고 노동부의 2009년 최저임금법 시행령 설명자료 및 시행지침을 보면 “택시업종의 경우 임금총액에서 생산고 임금이 차지하는 비중이 크다”는 이유를 들어“생산고 임금은 제외하면서 나머지 임금에 대하여는 일반근로자와 동일하게 최저임금 산입범위를 적용하는 것을 불합리한 측면이 있다”면서 부가가치세경감세액, 근속급, 상여금등을 최저임금에 포함시키는 등 택시노동자의 최저임금을 무력화시켰다. 
											  한편 택시사업자는 이같은 최저임금을 이유로 노동자의 피를 빨아먹는 노동자를 배신한 어용노동단체와 밀실야합을 하여 최저임금을 지급하지 아니할 목적으로 노동자의 소정의 근로시간을 지속적으로 단축하는 한편 사납금을 대폭 인상시켜왔기 때문이다. 
											  한편 노동부 산하의 한국노동연구원의 2009년과 2013년의“택시최저임금에 관한 연구보고서”를 보면 최저임금법 및 근로기준법을 위반하여 임금을 지급하고 있는 것이 잘 나타나 있다. 
											  노동부가 이같은 사실을 잘 알고 있으면서도 이를 방치내지는 부축이고 있다. 
											  이같은 이유로 택시노동자는 생계의 위협을 느끼는 등 벼랑 끝에 서 있다.  
											  문재인 정부는 소득주도성장을 외치면서 최저임금을 인상시켜왔다 
											  그러함에도 불구하고 노동부가 앞장서서 최저임금을 이유로 소정의 근로시간을 단축하면서 소정의 노동시간으로는 도저히 수납할 수 없는 사납금을 요구하는 등 택시사업자들이 노동력을 착취하고 있다는 것을 잘 알면서도 이를 묵인해주고 있어 택시노동자들은 장시간 근무를 할 수밖에 없는 등 고령의 택시노동자들을 거리의 죽음으로 내몰고 있을 뿐만 아니라, 이를 개선해 달라는 분신의 사태가 발생한 것이다. 
											 이에 대하여 정부는 즉각 여객자동차운수사업법에 의한 택시운송수입금전액관리제 및 완전월급제를 시행 택시노동자들이 최저임금이상을 근로기준법에 의하여 보호받도록 하여야 할 것이며 나아가 이같은 제도가 시행되면 택시노동자들이 승차거부를 할 이유가 사라짐으로 택시의 서비스가 크게 개선될 것이다. 
"
466804,보건복지,2018-12-11,2019-01-10,facebook - ***,청원종료 ,홍익병원원장조작,참여인원 : [ 1명 ],"
											고소장  
											고소인.  한동호 
											주소  서울시 강서구 월정로18길3 (화곡동 남광아파트 503호  

											피 고소인. 홍익병원본관 
											주소. 서울시 양천구  목동로 225( 신정동. 899.1 ) 
											사문서위조 명예훼손 사기  
											감염 내과 의사 이지운조작 심장내과 윤성보조작 신경외과정승화조작 MRI 2017년1월4일 김길선 검사받은적없음  심장내검사료 20만원가져갔다  홍익병원.간호사 이슬아. 박민지 의사. 반수지 신경외과의사 정승화. 본적없고 MRI찍은없다 2017년 1월4일 MRI   찍은걸로 의무기록조작 정병준MRI 실지하 2016.12 .15 MRI 금액 760170원 찍어네요 2017.1.4일 감염병실에. 있었어요 2017.15.30분 등촌동 요양병원상담 받아네요. 사건 관련자 홍익병원  감염병동환자   신관 7층 2017 .1.5 아침 간호사 이슬아 박민지 심해령 여수진 의사 반수지  응급상황에서응급처치안하고  사라졌네요 뇌변장애1급   
											김길선 560616.******* 종합검진사 2016 년도 받아네요 남부지방법원 재판부  법정최고형 내려주세요 
"
466805,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,국회의사당 청원 게시판 만들어주세요~,참여인원 : [ 2명 ],"
											국회의원들의 행동거지나 말투 언변이나 국정감사 태도  
											또한 국회의원들의 질의 수준을 비판 할 수 있는 게시판의 활용으로써 
											국회의원들의 수준을 높히고 싶습니다. 
											국민들이 묻는 국정감사 질의인데 국회의원 자체가 수준이 너무 낮아서  
											보기 민망해서요~ ㅎㅎㅎ 
											게시판 만들어주세요~~ 아니면 사이트 ..... 있나요??? 
"
466806,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,청와대야 김정은이 서울 올거 같냐?,참여인원 : [ 10명 ],"
											정신 차려라 
											정은이 서울 못온다 
											그러니 꿈깨라  
											아직도 김정은이 서울 오는 단꿈에 젖어있는 청와대야 
											제발 정신 차려라 
											내가 김정은이라도 일단은 서울 안온다 
											왜??????????????????????? 
											서울 안가도 얻을건 다 얻을거거든??? 
											남한에서 철도 놔줘..도로 놔줘.. 
											무엇이 부족해서 궂이 위험한 서울까지 오겟노? 
											저울질 하다가 나중에 단물 떨어지면 그때 오든가 하겠지? 
											근데 그때가 과연 언제가 될려나..............???? 
											쥐피 초소 없애버린거....?? 
											북한 한테는 어차피 별로 쓸모가 없다.. 
											왜??? 
											쥐피는 방어용이지 공격용이 아냐 
											그래서 철도가 급하거든.. 
											철도로 땡크 장갑차 병력 수송 할려면..... 
"
466807,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,음주운전후 도주 영장기각한 인천지법 판사 파멸하라!!,참여인원 : [ 15명 ],"
											제글이 삭제됐습니다!! 

											틀린말 적은것도 아닌데 왜 삭제될까요? 
											정부도 더불어자유당처럼 진짜 이렇게 할지 몰랐습니다!! 
											유명 bj나 블로그 등 sns에 현정부나 여당의 행동을 그대로 방송해야합니다!! 

											음주운전으로 한사람은 의식불명, 또 한사람은 중상인데 1km 도주하다가 검거됐어요!! 
											하지만 판사는 도주우려 없다며 영장기각했는데.. 관련된 글이 삭제 됐어요!! 

											정부는 뭐하자는 겁니까? 잘못된것을 바르게 잡자고 국민이 촛불을 들었는데!!! 
											판사면 끝판대장이라서 더이상 번복도 못합니까? 판사가 필요한 이유가 없는데.. AI 도입해야합니다!! 
											대한민국 자체가 개혁돼야 될것 같습니다!!! 그렇지 않는한 절대 바뀌는건 없습니다!! 
											기다리세요!! 전국민,, 서민들이 들고 일어나면!! 헌집은 버리고 새집을 짓을수 있는 나라를 만들려고 할것입니다!! 
											""베르샤유 장미"" 만화가 생각나네요!! 귀족들은 어떻게 되는지!!!!! 

											총선이 기다려집니다!!  
											다음선거엔 민주당 30% 정의당 30% 무소속 30%(새로운 당을 만들어야 할 좋은 사람들)  
											나머지 10%는 적폐들이겠죠!!  
											각 지역에서 서민들이 뽑은 고졸이상의 좋으신 분들만 나와서 새로운 당을 만들어야 합니다..  
											 (공부잘해서 똑똑하다고 해서 정치나 판결 잘하는건 아니죠,, 현실에서 보여줍니다!)  
											단, 새로운 당을 만들기 전,, 총선 나가기전,, 국민과 약속을 꼭 해야하는 조건을 걸고 해아합니다!!  
											1년마다 국회와 지역구에 한 일들을 알리며, 비리가 있을시 언제든지 박탈 당할수 있다는 당 규칙을 미리 정해서  
											 비린내 나지 않는 국회를 만들어 나가야 합니다!!  

											국민 여러분들의 힘이 필요합니다!! 널리 알려주세요!! 뿌려주세요!! 훌륭한 중간지도자 있으면 전 도울것입니다! 
"
466808,교통/건축/국토,2018-12-11,2019-01-10,naver - ***,청원종료 ,제발 살려주십시요. 강릉 양우 내안 애? 애간장 타네요 . 부도? 사기? 힘들고 억울하네요,참여인원 : [ 1명 ],"
											청화대 게시판 처음이라 ㅡ.ㅡ 
											처음쓴거 날라갔네요. 이것도 쉽지는않네요. . . 그래도 간절하니 나라에 하소연 해서라도 바로 잡고 싶네요 
											힘없고 빽이 없어도 한나라에 국민에 한소리도 들어주는 청화대라는데가 있어서 노력해서 한번더 써내려 갑니다. .  
											다시 쓰려니 본론부터 얘기해야겠다는 생각이 드네요. 
											시기적으로 법적으로 일어나기전 사항이라  제가 알기론 법적으로 기둥도 안박고 계약? 불법 맞나요? 그렇게 알고 있는데 
											그전일이라  막차를 잘못 탔다는 생각이 들긴하지만   

											* 본론  * 
											현재  강릉 홈프러스가 있는 오거리하는데가 있는데 현수막이 있어서 알게 됬는데 저희뿐만 아니구 조합원들 몽땅 사기? 부도가 났다고 소송 걸자고 현수막이 걸려있는데 비상대책위원장{010-2782-6900}이라는 사람이 (주) 더 공감 대표.업무대행사 이평식 고발.조합장 장호원 수사하라고 현수막이 걸려있네요!그리고 조합원들한테 문자는 보낸가봐요!저희한테도 문자가 왔는데 비상대책위원장{010-2782-6900}이라는 사람이 전화를 안받는 상황이라 누구를 믿어야 되는지 몰라 .답답한 마음에 글을 올립니다 강릉에 조합원님 뿐만 아니구 공감 가시는 분들 도와주세요 
											서민중에 서민 정말 절망스럽습니다.저흰 천천히 꼭대기까지 걸어갈 작정으로 시작했는데 
											이게 뛰는놈위에 나는놈도 있을까봐 국민들께  도움을 요청합니다  청화대도 사람이 운영하고 국민을 돌볼 책임이 있으니 
											이글로 여려사람들이 나쁜짓하는 사람 죄값을 치르게.고생하시는 나머지사람들  새해를 근심 덜어주십사 간청드립니다! 
											문자 내용은 
											이름,들어간 액수.받을 동,호수 등  인데  사실중요하게 생각은 안드는데  위원장 자체가 전화는 안받고 문자만 온다는게 
											좀 걸리네요 속담  뛰는놈위 나는놈? 이게 머리를 스치는데    . . 해서 나라님들 앞에 이렇게 살고 자 발버둥 칩니다 
											살펴주십시요  간  절   히 
"
466809,문화/예술/체육/언론,2018-12-11,2019-01-10,naver - ***,청원종료 ,여러분 스포츠 토토가 정치자금을만들기위한것인가요?,참여인원 : [ 1명 ],"
											국내 축구 야구 배구 농구 등등.. 스포츠 .. 

											이게 경기인가요? 아니면 정치자금이나 여러 감독들 구단의 자금줄인가요? 

											궁금해서물어보는거에요~ 누가봐도 10번봐도 100번봐도 절대적으로 조작이라는게 티가나는경기인데 

											부끄럽지도않습니까 
"
466810,미래,2018-12-11,2019-01-10,naver - ***,청원종료 ,택시 기사 수 줄여야 합니다.,참여인원 : [ 6명 ],"
											카풀에만 너무 초점을 맞추고 있지만,  

											현 문제는 택시기사 수가 너무 많아서가 아닐까 합니다.. 결국 수익성이 악화되었기 때문이 아닐런지요.. 

											자영업도 치열한 경쟁 때문에 수익이 악화된 면이 큰데, 

											지금의 택시도 그 수가 너무 많기 때문에 일정 부분 수익성이 악화된 면도 있는게 아닙니까? 

											기사 수를 더욱 줄여서, 실제 일하는 분들 수익이 일정부분 나도록 보장해 주시길 청원합니다. 
"
466811,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,택시노조=자유경쟁 부정하는 공산주의자,참여인원 : [ 2명 ],"
											택시노조는 자유경쟁체제에서 새로운 제도도입을 막기 위해 싸울 것이 아니라. 
											니들이 소속된 택시회사 사장과 사납금문제를 가지고 싸워야 한다. 

											니들의 행위는 자유경쟁을 무정하는 전형적인 공산주의자들의 사고방식이다.  
											택시회사에는 한마디도 못하고 
											국민들에게 분친절 서비스, 승차거부 등 3차산업으로써 최악의 직종이 되었다. 
											모든게 너의 탓이다. 택시기사의 죽음으로 국민들에게 감정을 팔지 말거라. 
"
466812,정치개혁,2018-12-11,2019-01-10,twitter - ***,청원종료 ,한유총 후원하는 국회의원들 신상 공개해주세요..,참여인원 : [ 16명 ],"
											한유총에 후원하는 국회의원 이름 명단 정당소속 신상공개를 해주시길 정부에 촉구합니다.그리고 국회에서 이런 사람들에 대해서 징계를 받아야 한다고 봅니다.그리고 한유총은 없어지는 것이 국익이고 국민들을 위한 길입니다.이덕선위원장에 대해서 검경의 철저한 수사를 촉구합니다. 
"
466813,육아/교육,2018-12-11,2019-01-10,facebook - ***,청원종료 ,어린이집 교사 출근 시간 계정 반대,참여인원 : [ 11명 ],"
											어린이집 교사 출근 시간이 7시30분으로 비뀌는것을 반대합니다 이것더 어면한 인권 침해가 될수 있습니다 어린이집교사 분의 의견도 묻지 않은채 출근시간을 바꾸는것은 아니라고 봅니다 안그래도 아이들을 여러명 돌보시는것도 힘드신데 쉬는 시간도 별로없고 어린 아이들을 하나하나 돌보는디 몇시간만 해도 힘든데 7시30부터 출근을 시켜서 일을하라뇨 막노동울 시키는것과 다를거 없다고 봅니다 어린이집 교사의 인권도 생각 해주세요 일 하는건 어린이집교사 분들 입니다 다른사람이 좋으면 뭐합니까 하는사람들이 좋아야죠 
"
466814,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,"자한당 김성태,장제원  비트코인 정부가 개입한다고 온갓  무뇌한의 극치를 보였는데 국민들에게 사과하라",참여인원 : [ 4명 ],"
											자한당의 김성태 원내대표, 장재원 대변인 올초비트코인시장 정부가 거레중지한다는 것에 김성태 왈 잘돌아가는 비트코인 시장을 왜건들이는데 하면서 어깃장을 놓고 정부를 성토하고 정치쇼를 다 했고, 장재원이도 선랑한 코인 투자자를 범죄자로 만드는거냐고 하면서 국민을 호도하고 차후그로인한피해를 상상했을지언데 오직 당시의표만의식해서 무조건 말하고보는 이런의원들이야 말로 국민을 위한 정치인이 아니고 국민을 사지로 
											몰아 넣는 행위를 하는데 부꾸럽지 아니한가? 

											당시그대들 말처럼 정부에서 방임을 하였다면 지금쯤 나라가 코인투자자들의 자살로인한 비명으로 온나라가 
											초상집이 되어 있을것인데 그대들의 잘못한 말과 행동에 대해서 국민들에게 사과를 해야할것 갇은데 
											그럴용기가 있는가? 아님 없는지/ 말만하고 아니면 말고인가? 그대들의 잘못된말과행동이 국민드을 수렁으로 
											밀어넣는것을 모르지는 않을터인데,,,,,,, 

											정치인들 순간순간 표로먹고산다고하지만 제발지들의 당장 이익을 위해서 국민을 사지로 몰아넣는 말과 행동을  
											자제하면서 행동해야한다,고로 김성태 ,장재원 외 자한당 국회의원들 지금시점에서 그대들의 말과 행동이 
											그릇덴 행동이었다고 국민앞에 진정으로 사과하고 의원직을 사퇴하고 물러나기를 바랍니다 

											만약그때  정부를 실레하자못하고 그대들말을 믿고 행동했다면 지금쯤 이세상에 있을가 싶다,,,,, 
"
466815,문화/예술/체육/언론,2018-12-11,2019-01-10,naver - ***,청원종료 ,일베를 없애주십시오,참여인원 : [ 35명 ],"
											프로야구 삼성 라이온즈 치어리더로 활약 중인 황다건이 성희롱 글에 고통을 호소했다. 

											치어리더 황다건은 12월 10일 자신의 SNS에 ""치어리더라는 직업은 재밌고 좋은 직업이지만 그만큼의 대가가 이런 건가""라는 글과 함께 커뮤니티 일간베스트의 글을 캡처, 사진을 게재했다. 사진엔 황다건을 성희롱한 내용의 글이 담겼다. 댓글 역시 마찬가지였다.  

											이에 대해 황다건은 "" 댓글창은 더러워서 못 보겠고 연락으로 관계하는 묘사부터 해서 사진, 영상 다양하게도 오는데 제발 좀""이라고 호소하며 ""성적으로 성희롱이든 뭐든 너무 심하다. 이런 저런 글 보게 되면 그날 하루는 다 망치는 것 같고, 하루종일 이 생각밖에 안 나고 이젠 겁이 나기도 한다. 내 얘기가 이렇게 돌아다니는가 싶고 막막하다""고 속마음을 꺼내놨다.  

											그러면서 글 말미 ""부모님이 이런 거 보게 되는 것도 그저 죄송스러울 따름이다""라는 말을 더해 보는 이들에게 안타까움을 안겼다. 현재는 삭제된 상태다.  

											한편 황다건은 2018년 데뷔한 삼성 라이온즈의 치어리더. 2000년생으로 올해 19세인 미성년자다.(사진=황다건 SNS) 

											일베를 없애고 운영자와관련자를 엄격하게 처벌해주십시오 
"
466816,교통/건축/국토,2018-12-11,2019-01-10,facebook - ***,청원종료 ,알레스카 국토개발 및 지하자원 투자개발 프로젝트 추진 대통령 면담 요청,참여인원 : [ 0명 ],"
											적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 적폐청산 
"
466817,일자리,2018-12-11,2019-01-10,naver - ***,청원종료 ,취약계층 근로자들이 일을할수있는 환경을 조성하는것이 급선무,참여인원 : [ 2명 ],"
											오늘 생소한 한국형 실업부조 50만명에 300만원지원 그리고 청년구직활동금 대폭확대 구직급여 소득의 60%확대 기간1개월연장 모든것이  국민혈세로 지원확대 생활안정 하는것보다  취약계층 근로자들이 일을 할수있는 환경을 조성하는것이 급선무이다 최저임금급상승에  올해도 수많은 취약계층 일자리는 대폭줄었는데  연말인 지금부터 내년초 경비원 청소원등 구조조정등이 수많은 대형건물  아파트 회의안건으로 있는것이  지금의 현실이고 취약계층 일자리는 접점어려운 환경에처해있는것이 현실이다 
"
466818,교통/건축/국토,2018-12-11,2019-01-10,facebook - ***,청원종료 ,경찰들  국회의원들   들어라,참여인원 : [ 5명 ],"
											경찰  국회의원 들어라   경찰  카메라단속  숨어서  단속하지 말고   당당하게  나와서  이동식  카메라   단속  해라   그것때문에    사고   유발  된다는거 모르나  국민들 한데  돈  뜨더낼라고 하지말고   그리고 음주운전   15  회 이상  적발시   면허  취소   신호  위반    중앙선 침범  10  회   적발시  6  개월   정지   하겠끔  법  만들어라  그리고 보복  운전  2  회  적발시  영구적으로   면허  평생  못따게  하세요 
"
466820,정치개혁,2018-12-11,2019-01-10,facebook - ***,청원종료 ,대북정책 예산에 대해서 다시 검토해주세요,참여인원 : [ 7명 ],"
											내년 대북정책기금이 15%나 인상 된다고 하는데 지금도 교류하면서 해주는건 많지만 돌아오는건 도발과 위협밖에 없는 걸로 알고 있습니다 그럼에도 불구하고 왜 내년에도 15%나 인상을 하는지 그 예산은 대체 어디에 쓰이고 있으며 우리에게 이로운점이 뭔지 모르겠습니다. 더불어 철로 연결을 하는것에 있어 어째서 우리만 예산을 지원하는지에 대해서도 답변해주세요. 
"
466823,반려동물,2018-12-11,2019-01-10,naver - ***,청원종료 ,반려견 식용금지,참여인원 : [ 33명 ],"
											반려견을 가축에서 제외시켜 주세요 
"
466824,안전/환경,2018-12-11,2019-01-10,naver - ***,청원종료 ,나의생각,참여인원 : [ 2명 ],"
											탈원전에 급기야… 중국·러시아서 전기 수입 추진  

											본문듣기 설정 

											이글이 옳다 생각하시나요? 
											탈원전 취소 생각해보세요 
"
466825,정치개혁,2018-12-11,2019-01-10,naver - ***,청원종료 ,문재인 대통령은 보시오!,참여인원 : [ 8명 ],"
											문재앙 당신이 대한민국을 추락시킨 범인입니다. 외교도 역주행. 경제도폭망.국가안보불안. 1년반동안 제대로 한것없이 재앙만 가져다 주었다. . 당신 연봉 국가에 반납하라! 더이상 지상파에서 면상 안봤으면한다. . 내년은 국가위기다. . 
											당신얼굴보면 되는일도 안돼. 
"
466826,미래,2018-12-11,2019-01-10,naver - ***,청원종료 ,정부의 탈원전정책을 반대합니다,참여인원 : [ 103명 ],"
											정부의 탈원전정책을 필사반대합니다 
											탈원전으로 인하여 많은 우수한 원전인재들이 중국 중동등의 해외로 빠져나가고있고 탈원전을 대체하여 전기를 수입한다고하시는데 그럼 우린 전력을 해외에서 의존해야하고 원전관련일자리는 모두 사라져 일자리도 줄어드는것입니다. 비록 대체에너지를 개발한다고하나 아직은 시기상조입니다. 대체에너지발전은 좋으나 아직 탈원전까지해선 안된다고봅니다. 그건 정말 나라를 망하게하는 것입니다.  문재인대통령님 대다수국민들의 의견도 꼭 귀 기울여주세요. 
"
466828,기타,2018-12-11,2019-01-10,naver - ***,청원종료 ,50000원 화폐에 있는 신사임당 바꿉시다.,참여인원 : [ 5명 ],"
											50000원에 있는 신사임당 그림을 볼때마다 뭔 생각으로 만들었는지 의문이 갑니다. 신사임당이 한 것은 아들을 잘 키운 것 밖에 없고 국가에 기여한 거는 전혀없습니다.  대신에 국가가 위험에 처해있을 때 희생하여 나라를 구한 분들이 있었으면 좋겠습니다.  50000원 지폐에 있는 인물 그림을 남성으로 바꾼다고 하였을 때, 만약 우리나라에 존재하는 남성의 권리를 고려하지 않은 체 여성의 권리만을 지나치게 강조하는 과도기적 페미니스트들이 항의를 한다면 유관순 열사, 논개 등의 인물의 그림을 넣을 것을 추천합니다. 또한 만약에 50000원에 넣으려는 의도가 가정을 평화롭게하고 잘 이루어나간 분을 찾는 것이 기존의 취지였다면, 세종대왕의 처였던 소헌왕후를 추천드립니다. 소헌왕후에 대한 서적에 따르면, 소헌왕후가 살아있었을 때에는 왕위 다툼은 물론 처첩 갈등이 나타나지 않도록 잘 관리했다고 합니다. 따라서 세종대왕은 소헌왕후 덕분에 왕위다툼은 물론 처첩 갈등에 신경을 쓸 필요가 없었기에 국가를 더 잘 다스릴 수 있었다고 합니다. 이 때문에 소헌왕후 사후 평가를 보면 조선의 왕비라는 직책에 표본이 될 만큼 훌륭한 분이라고 제시되어있습니다.  

											결론적으로 제가 말하고 싶은 것은 50000원에 있는 신사임당의 그림을 다른 나라를 위해서 자신의 희생한 훌륭한 분으로 바꾸자는 것입니다. 또한, 신사임당을 고르게된 취지가 가정을 화목하게 잘 유지하는 어머니의 이상적인 모습이라면 신사임당보다 더 훌륭하게 한 가정이 아니라 하나의 국가의 운영에 기여한 소헌왕후로 교체하자는 것입니다. 
"
466830,보건복지,2018-12-11,2019-01-10,naver - ***,청원종료 ,기초생활수급자들이 일을 안하셨으면 좋겠습니다,참여인원 : [ 6명 ],"
											생계급여를 받는 수급자가 되려면 
											만 65세이상이거나 장애3급이상 
											또는 근로능력이 없다는 진단서를 제출하여 
											추정소득이 안잡혀야 생계급여를 받을 수 있습니다 

											기초연금은 상시근로시 84만원을 공제받고 
											소득과 재산이 있어도 선정기준액 안에 들고 
											만 65세이상이면 기초연금을 받을 수 있습니다 

											예를 들어 
											기초생활수급자는 월40만원 가량 공공근로 
											일자리 사업을 참여시 근로에 대한 공제를  
											받지못하여 일하기전  
											생계급여를 50만원 받았으면 
											공공근로 일자리를 하고 있는 경우 
											소득으로 잡혀서 10만원만 받게 됩니다. 
											즉, 일한 대가에 대해 받지못한다고 보면 되죠. 
											기초생계비는 기본생존권을 보장하는거지 
											근로에 대한 보상을 빌리는 건 아니라고 생각하거든요. 

											하지만 50만원을 초과하는 임금을 받을 경우, 
											1인이라 할 경우, 1인 생계급여 기준에 초과하여  
											수급자가 끊깁니다. 그건 병이 있다해도 
											예외가 아닙니다.  

											현재 최저임금을 받고 
											일하게 될 경우, 장애인이나 노인시  
											근로공제 30%를 해도 수급자는 당연히 끊기고 차상위기준에 조차 들기 힘듭니다. 

											이건 1인 기준의 예를 든겁니다. 

											전 현재 일어나고 있는  
											빈곤층의 범죄나 자살사건은 
											사회생활의 부재, 생계불안으로 인한 거라 
											생각합니다. 

											법안을 입법하는 국회의원은 
											수급자이신 적이 없으시니 
											생계가 불안한 상태에서의 탈수급을  
											걱정하는 마음을 모르기에  
											단순히 생계비만 올리면 계층상승이 될거라 
											생각하시는거 같습니다. 

											실질적으로 일하는 걸 수급자가 두려워 
											하는 건 생계비보다 의료급여 혜택 때문입니다. 

											작년보다 의료보험제도가 개편되어 
											비수급자가 의료비가 적게 나오게 해주신건  
											감사드립니다.  

											하지만, 수급자가 최저임금받고 탈수급되어 
											1회당 평균 1,500원 이던걸 3만원대를 
											내고, 주 2~3회이상 병원간다고 생각해보세요. 
											검사비는 공제되던게 몇 십만원 나가는 건 우습죠. 
											수급자가 일을 하는 걸  
											두려워 하는 이유라 생각합니다. 

											현재 폐지된 이행급여특례를 통해 
											기초생활수급자에서 탈수급한 국민입니다. 

											하지만... 세금 내기 시작했지만  
											저금은 못하고 하루하루 넘기는 
											고용이 불안한 계약직입니다. 

											이행급여특례보다 더 좋은 제도가 나와 
											생계불안 뿐만 아니라 국가에서 보상받은 만큼 
											소득 및 고용안정이 되어 근로소득세를 
											많이 내게 되는 탈수급자가 많아지길 바랍니다. 


											진정 남의 도움을 받지 않고는 
											병들고, 살기힘들어 기초생활수급자들이 
											일을 안해야되는 제도가 생기길 바랍니다. 
"
466831,미래,2018-12-11,2019-01-10,naver - ***,청원종료 ,죽은 이재수 측은하다..그러나 그는 반란군이다.,참여인원 : [ 2명 ],"
											세월호 부모를 사찰한 군인은 반란군이다???? 

											왜???... 

											주권자인 국민에게 반역한 것이다...  

											국민에게 반역한 이재수를 부관참시해야 한다. 

											세월호 유가족을 사찰한 
											이재수가 

											군인이었다면 
											그는 
											반란군이다. 

											주권자!!!!!!! 
											주권자인 국민을 시찰한다???????. 

											그것은 
											자유 민주주의를 부정하는 반국가단체다 

											■■■~ 주권자 국민의 뜻에 반하는 자들은 반국가단체이고  
											만약 그들이 군인이면 반란군이다... 

											이재수는 반란군 수괴는 못되고   
											모질이처럼 
											중간 행동대장이다 
"
